name,company,category,category_detail,marketing_msg,ingredients,ingre_index,lululab_skintypes,lululab_skin_concerns
라운드랩 1025 독도 로션,라운드랩,크림,로션,피지분비 조절;트러블 완화;염증 진정;모공 관리;보습;피부장벽개선,"정제수;글리세린;퀸즈랜드넛오일;1,2-헥산다이올;펜틸렌글라이콜;호호바에스터;아이리쉬모스추출물;사탕수수추출물;해수;하이알루로닉애씨드;하이드롤라이즈드하이알루로닉애씨드;소듐하이알루로네이트;폴리글리세릴-3메틸글루코오스다이스테아레이트;글리세릴스테아레이트;하이드로제네이티드폴리데센;하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머;카프릴릴글라이콜;트로메타민;소듐파이테이트;판테놀;스쿠알란;부틸렌글라이콜;토코페롤;소듐카복시메틸베타-글루칸;에틸헥실글리세린;세테아릴알코올;카보머;",2681;1012;90;4842;3606;4905;2838;779;4812;4787;5615;1264;3737;7592;4580;4621;2898;3290;1233;3501;1401;586;3261;1190;2070;973;2859;,OR;OS;NR;NS;DR;DS,모공;피지;트러블;붉은기
